Page,Clicks,Impressions,CTR,Position,,,,,Page,Clicks
https://docs.python.org/pt-br/3/library/msvcrt.html,7,11,63.64%,2.09,,library/msvcrt.html,7,,library/types.html,20
https://docs.python.org/3/library/http.cookies.html,7,9,77.78%,1,,library/http.cookies.html,7,,library/typing.html,719
https://docs.python.org/3/library/crypt.html,7,8,87.50%,1.38,,library/crypt.html,7,,library/unicodedata.html,61
https://docs.python.org/3/library/imp.html,7,7,100.00%,1,,library/imp.html,7,,library/unittest.html,755
https://docs.python.org/pt-br/3/c-api/list.html,6,62,9.68%,3.77,,#VALUE!,6,,library/unittest.html,130
https://docs.python.org/3/genindex-I.html,6,50,12.00%,6.84,,#VALUE!,6,,library/unittest.html,13
https://docs.python.org/pt-br/3.9/library/string.html,6,45,13.33%,7.71,,library/string.html,6,,library/unittest.html,1
https://docs.python.org/pt-br/3.8/c-api/float.html,6,28,21%,5.75,,#VALUE!,6,,library/unittest.mock-examples.html,30
https://docs.python.org/pt-br/3.9/library/asyncio-subprocess.html,6,25,24.00%,2.48,,library/asyncio-subprocess.html,6,,library/unittest.mock.html,471
https://docs.python.org/pt-br/3.8/tutorial/venv.html,6,13,46.15%,1.23,,#VALUE!,6,,library/urllib.error.html,7
https://docs.python.org/3/c-api/,6,12,50.00%,1.33,,#VALUE!,6,,library/urllib.error.html,1
https://docs.python.org/3/c-api/cell.html,6,12,50%,2.08,,#VALUE!,6,,library/urllib.html,366
https://docs.python.org/3/c-api/memory.html,6,12,50.00%,2.08,,#VALUE!,6,,library/urllib.html,70
https://docs.python.org/3/library/http.cookiejar.html,6,12,50.00%,3.33,,library/http.cookiejar.html,6,,library/urllib.html,9
https://docs.python.org/3/c-api/buffer.html,6,11,54.55%,1.91,,#VALUE!,6,,library/urllib.html,2
https://docs.python.org/3/howto/pyporting.html,6,10,60.00%,2,,#VALUE!,6,,library/urllib.parse.html,179
https://docs.python.org/3.6/library/statistics.html,6,10,60.00%,2.3,,library/statistics.html,6,,library/urllib.parse.html,13
https://docs.python.org/pt-br/3/library/termios.html,6,8,75.00%,1.75,,library/termios.html,6,,library/urllib.request.html,215
https://docs.python.org/3/whatsnew/changelog.html,6,7,85.71%,1,,#VALUE!,6,,library/urllib2.html,13
https://docs.python.org/3/library/tty.html,6,7,85.71%,1.29,,library/tty.html,6,,library/uuid.html,382
https://docs.python.org/3/library/filecmp.html,6,6,100.00%,1,,library/filecmp.html,6,,library/venv.html,2056
https://docs.python.org/pt-br/3/library/pwd.html,5,28,17.86%,3.82,,library/pwd.html,5,,library/venv.html,1689
https://docs.python.org/pt-br/3.11/tutorial/index.html,5,19,26.32%,2.32,,#VALUE!,5,,library/venv.html,31
https://docs.python.org/pt-br/3.7/distutils/examples.html,5,17,29.41%,6.18,,#VALUE!,5,,library/venv.html,2
https://docs.python.org/3/library/colorsys.html,5,14,36%,3.79,,library/colorsys.html,5,,library/venv.html,1
https://docs.python.org/pt-br/3/library/ast.html,5,12,41.67%,2.92,,library/ast.html,5,,library/warnings.html,77
https://docs.python.org/3/library/lzma.html,5,11,45%,1.73,,library/lzma.html,5,,library/wave.html,10
https://docs.python.org/pt-br/3/library/runpy.html,5,10,50%,1.2,,library/runpy.html,5,,library/wave.html,3
https://docs.python.org/pt-br/3/library/_thread.html,5,9,55.56%,1.33,,library/_thread.html,5,,library/weakref.html,3
https://docs.python.org/3/library/syslog.html,5,8,62.50%,1,,library/syslog.html,5,,library/webbrowser.html,170
https://docs.python.org/3/library/zoneinfo.html,5,8,62.50%,1,,library/zoneinfo.html,5,,library/webbrowser.html,2
https://docs.python.org/3/c-api/call.html,5,8,62.50%,1.62,,#VALUE!,5,,library/winreg.html,8
https://docs.python.org/3/library/trace.html,5,7,71.43%,1.14,,library/trace.html,5,,library/winsound.html,22
https://docs.python.org/3/library/mimetypes.html,5,7,71.43%,1.57,,library/mimetypes.html,5,,library/winsound.html,11
https://docs.python.org/3/library/bz2.html,5,7,71.43%,2.14,,library/bz2.html,5,,library/xml.dom.html,2
https://docs.python.org/3/c-api/arg.html,5,6,83.33%,1,,#VALUE!,5,,library/xml.dom.minidom.html,21
https://docs.python.org/3/library/errno.html,5,6,83.33%,1,,library/errno.html,5,,library/xml.etree.elementtree.html,380
https://docs.python.org/3/library/dbm.html,5,5,100.00%,1,,library/dbm.html,5,,library/xml.html,9
https://docs.python.org/3/library/mmap.html,5,5,100.00%,1,,library/mmap.html,5,,library/xmlrpc.client.html,2
https://docs.python.org/pt-br/3.7/library/zipfile.html,4,59,6.78%,5.9,,library/zipfile.html,4,,library/xmlrpc.html,8
https://docs.python.org/pt-br/3.7/,4,43,9.30%,1,,#VALUE!,4,,library/xmlrpc.html,1
https://docs.python.org/pt-br/3.8/tutorial/index.html,4,41,9.76%,1,,#VALUE!,4,,library/xmlrpc.server.html,15
https://docs.python.org/pt-br/3.10/c-api/set.html,4,32,12.50%,7.75,,#VALUE!,4,,library/xmlrpc.server.html,1
https://docs.python.org/3.3/library/argparse.html,4,29,13.79%,5.07,,library/argparse.html,4,,library/zipfile.html,266
https://docs.python.org/pt-br/3.8/library/mmap.html,4,21,19.05%,3.1,,library/mmap.html,4,,library/zipfile.html,94
https://docs.python.org/pt-br/3.7/library/html.html,4,16,25.00%,6.75,,library/html.html,4,,library/zipfile.html,4
https://docs.python.org/3/library/crypto.html,4,16,25.00%,7.81,,library/crypto.html,4,,library/zipfile.html,4
https://docs.python.org/3/using/index.html,4,14,28.57%,3.5,,#VALUE!,4,,library/zlib.html,33
https://docs.python.org/pt-br/3.6/library/zipfile.html,4,13,30.77%,2,,library/zipfile.html,4,,library/zlib.html,7
https://docs.python.org/3/library/keyword.html,4,12,33.33%,6,,library/keyword.html,4,,library/zoneinfo.html,5
https://docs.python.org/pt-br/3/library/symbol.html,4,11,36.36%,2.82,,library/symbol.html,4,,,
https://docs.python.org/3/library/pty.html,4,10,40%,1,,library/pty.html,4,,,
https://docs.python.org/3/glossary.html,4,10,40%,4.2,,#VALUE!,4,,,
https://docs.python.org/3/library/_thread.html,4,9,44.44%,1.22,,library/_thread.html,4,,,
https://docs.python.org/3/library/pwd.html,4,9,44.44%,3,,library/pwd.html,4,,,
https://docs.python.org/3/library/builtins.html,4,9,44.44%,5.33,,library/builtins.html,4,,,
https://docs.python.org/pt-br/3/reference/index.html,4,8,50.00%,1.38,,#VALUE!,4,,,
https://docs.python.org/3/library/termios.html,4,8,50.00%,2,,library/termios.html,4,,,
https://docs.python.org/3/library/importlib.metadata.html,4,8,50.00%,3.12,,library/importlib.metadata.html,4,,,
https://docs.python.org/3/library/selectors.html,4,7,57.14%,1,,library/selectors.html,4,,,
https://docs.python.org/pt-br/3/distutils/commandref.html,4,7,57.14%,1.29,,#VALUE!,4,,,
https://docs.python.org/3/c-api/file.html,4,7,57.14%,3.14,,#VALUE!,4,,,
https://docs.python.org/3/library/html.html,4,6,66.67%,1,,library/html.html,4,,,
https://docs.python.org/fr/3/library/random.html,4,6,66.67%,1,,library/random.html,4,,,
https://docs.python.org/pt-br/3/library/tkinter.scrolledtext.html,4,6,66.67%,1,,library/tkinter.scrolledtext.html,4,,,
https://docs.python.org/3/library/email.parser.html,4,6,66.67%,1.17,,library/email.parser.html,4,,,
https://docs.python.org/3/distutils/sourcedist.html,4,5,80.00%,1,,#VALUE!,4,,,
https://docs.python.org/3/library/fnmatch.html,4,5,80%,1.4,,library/fnmatch.html,4,,,
https://docs.python.org/3/library/linecache.html,4,5,80.00%,1.4,,library/linecache.html,4,,,
https://docs.python.org/3/library/ipc.html,4,4,100.00%,1,,library/ipc.html,4,,,
https://docs.python.org/2.5/lib/deque-objects.html,3,20,15.00%,5.15,,#VALUE!,3,,,
https://docs.python.org/pt-br/3/library/http.html,3,12,25.00%,2.75,,library/http.html,3,,,
https://docs.python.org/3.4/tutorial/controlflow.html,3,10,30.00%,7,,#VALUE!,3,,,
https://docs.python.org/pt-br/3/library/tty.html,3,9,33.33%,1,,library/tty.html,3,,,
https://docs.python.org/3/whatsnew/3.3.html,3,8,37.50%,3.38,,#VALUE!,3,,,
https://docs.python.org/pt-br/3/library/random.html,3,8,37.50%,4.5,,library/random.html,3,,,
https://docs.python.org/3/howto/ipaddress.html,3,8,37.50%,4.88,,#VALUE!,3,,,
https://docs.python.org/3/c-api/mapping.html,3,8,37.50%,7.75,,#VALUE!,3,,,
https://docs.python.org/3/library/audioop.html,3,7,42.86%,1,,library/audioop.html,3,,,
https://docs.python.org/3/library/__future__.html,3,7,43%,1.71,,library/__future__.html,3,,,
https://docs.python.org/pt-br/3/library/secrets.html,3,7,42.86%,1.71,,library/secrets.html,3,,,
https://docs.python.org/3/library/msvcrt.html,3,7,42.86%,1.86,,library/msvcrt.html,3,,,
https://docs.python.org/pt-br/3.8/library/asyncio-task.html,3,7,42.86%,2,,library/asyncio-task.html,3,,,
https://docs.python.org/3.4/tutorial/venv.html,3,7,42.86%,3.14,,#VALUE!,3,,,
https://docs.python.org/3/library/multiprocessing.shared_memory.html,3,6,50.00%,1.33,,library/multiprocessing.shared_memory.html,3,,,
https://docs.python.org/3/library/gettext.html,3,6,50.00%,1.5,,library/gettext.html,3,,,
https://docs.python.org/3/library/concurrency.html,3,5,60%,2,,library/concurrency.html,3,,,
https://docs.python.org/3/c-api/veryhigh.html,3,4,75%,1,,#VALUE!,3,,,
https://docs.python.org/3/library/mailbox.html,3,4,75.00%,1,,library/mailbox.html,3,,,
https://docs.python.org/3/library/quopri.html,3,4,75.00%,1,,library/quopri.html,3,,,
https://docs.python.org/pt-br/3.6/library/wave.html,3,4,75%,1,,library/wave.html,3,,,
https://docs.python.org/pt-br/3.8/tutorial/inputoutput.html,3,4,75%,1,,#VALUE!,3,,,
https://docs.python.org/pt-br/3/c-api/memoryview.html,3,4,75.00%,1,,#VALUE!,3,,,
https://docs.python.org/pt-br/3/library/mimetypes.html,3,4,75.00%,1,,library/mimetypes.html,3,,,
https://docs.python.org/pt-br/3.8/library/http.client.html,3,4,75.00%,1.5,,library/http.client.html,3,,,
https://docs.python.org/3/library/i18n.html,3,4,75.00%,2.5,,library/i18n.html,3,,,
https://docs.python.org/3/library/weakref.html,3,4,75.00%,3.25,,library/weakref.html,3,,,
https://docs.python.org/3/c-api/bool.html,3,3,100.00%,1,,#VALUE!,3,,,
https://docs.python.org/3/c-api/module.html,3,3,100.00%,1,,#VALUE!,3,,,
https://docs.python.org/3/library/asyncore.html,3,3,100.00%,1,,library/asyncore.html,3,,,
https://docs.python.org/3/library/graphlib.html,3,3,100.00%,1,,library/graphlib.html,3,,,
https://docs.python.org/3/library/persistence.html,3,3,100.00%,1,,library/persistence.html,3,,,
https://docs.python.org/pt-br/dev/distutils/examples.html,3,3,100.00%,1,,#VALUE!,3,,,
https://docs.python.org/3/c-api/tuple.html,3,3,100.00%,1.67,,#VALUE!,3,,,
https://docs.python.org/3.4/library/functions.html?highlight=int,2,21,9.52%,4.81,,library/functions.html?highlight=int,2,,,
https://docs.python.org/3.3/library/stdtypes.html?highlight=split,2,17,11.76%,5.24,,library/stdtypes.html?highlight=split,2,,,
https://docs.python.org/pt-br/dev/library/venv.html,2,13,15.38%,2.92,,library/venv.html,2,,,
https://docs.python.org/pt-br/3.10/whatsnew/index.html,2,10,20.00%,3,,#VALUE!,2,,,
https://docs.python.org/3/genindex-Symbols.html,2,10,20%,3.3,,#VALUE!,2,,,
https://docs.python.org/pt-br/3.8/tutorial/floatingpoint.html,2,10,20.00%,5.5,,#VALUE!,2,,,
https://docs.python.org/pt-br/3.7/tutorial/inputoutput.html,2,10,20.00%,6,,#VALUE!,2,,,
https://docs.python.org/pt-br/3.7/library/ast.html,2,9,22.22%,2,,library/ast.html,2,,,
https://docs.python.org/pt-br/3/c-api/bool.html,2,9,22%,6.78,,#VALUE!,2,,,
https://docs.python.org/3/library/compileall.html,2,8,25.00%,3.12,,library/compileall.html,2,,,
https://docs.python.org/3/library/faulthandler.html,2,7,29%,1,,library/faulthandler.html,2,,,
https://docs.python.org/3.6/library/ast.html,2,7,28.57%,2.71,,library/ast.html,2,,,
https://docs.python.org/3/tutorial/stdlib.html,2,7,28.57%,3.43,,#VALUE!,2,,,
https://docs.python.org/2.4/lib/bltin-file-objects.html,2,6,33.33%,1.67,,#VALUE!,2,,,
https://docs.python.org/pt-br/3.7/library/asyncio.html,2,6,33%,2,,library/asyncio.html,2,,,
https://docs.python.org/pt-br/3.7/library/urllib.html,2,6,33%,6,,library/urllib.html,2,,,
https://docs.python.org/3/c-api/structures.html,2,5,40%,1.2,,#VALUE!,2,,,
https://docs.python.org/3/library/tkinter.scrolledtext.html,2,5,40.00%,2,,library/tkinter.scrolledtext.html,2,,,
https://docs.python.org/3/library/internet.html,2,5,40%,2.4,,library/internet.html,2,,,
https://docs.python.org/3.1/library/itertools.html?highlight=combinations,2,5,40.00%,3.8,,library/itertools.html?highlight=combinations,2,,,
https://docs.python.org/3/faq/gui.html,2,5,40%,5,,#VALUE!,2,,,
https://docs.python.org/2.0/lib/module-SimpleHTTPServer.html,2,4,50.00%,1,,#VALUE!,2,,,
https://docs.python.org/3/reference/executionmodel.html,2,4,50%,1,,#VALUE!,2,,,
https://docs.python.org/pt-br/3.8/c-api/cell.html,2,4,50.00%,1,,#VALUE!,2,,,
https://docs.python.org/pt-br/3/library/token.html,2,4,50.00%,1,,library/token.html,2,,,
https://docs.python.org/3/c-api/dict.html,2,4,50.00%,2,,#VALUE!,2,,,
https://docs.python.org/pt-br/dev/library/decimal.html,2,4,50.00%,2,,library/decimal.html,2,,,
https://docs.python.org/3/library/token.html,2,4,50.00%,2.5,,library/token.html,2,,,
https://docs.python.org/pt-br/3.11/,2,4,50.00%,3.75,,#VALUE!,2,,,
https://docs.python.org/pt-br/dev/library/tkinter.colorchooser.html,2,4,50.00%,4,,library/tkinter.colorchooser.html,2,,,
https://docs.python.org/3/library/xml.dom.html,2,4,50.00%,5,,library/xml.dom.html,2,,,
https://docs.python.org/3/c-api/index.html,2,3,66.67%,1,,#VALUE!,2,,,
https://docs.python.org/3/library/marshal.html,2,3,66.67%,1,,library/marshal.html,2,,,
https://docs.python.org/pt-br/3/library/plistlib.html,2,3,66.67%,1,,library/plistlib.html,2,,,
https://docs.python.org/pt-br/3/c-api/complex.html,2,3,66.67%,3,,#VALUE!,2,,,
https://docs.python.org/3/c-api/long.html,2,3,66.67%,3.33,,#VALUE!,2,,,
https://docs.python.org/pt-br/3.8/c-api/complex.html,2,3,66.67%,4,,#VALUE!,2,,,
https://docs.python.org/3.6/library/asyncio-dev.html,2,2,100.00%,1,,library/asyncio-dev.html,2,,,
https://docs.python.org/3/c-api/refcounting.html,2,2,100%,1,,#VALUE!,2,,,
https://docs.python.org/3/library/email.encoders.html,2,2,100.00%,1,,library/email.encoders.html,2,,,
https://docs.python.org/3/whatsnew/3.7.html,2,2,100.00%,1,,#VALUE!,2,,,
https://docs.python.org/pt-br/3/library/atexit.html,2,2,100.00%,1,,library/atexit.html,2,,,
https://docs.python.org/pt-br/3/library/linecache.html,2,2,100.00%,1,,library/linecache.html,2,,,
https://docs.python.org/pt-br/dev/distutils/commandref.html,2,2,100.00%,1,,#VALUE!,2,,,
https://docs.python.org/pt-br/3.7/library/tty.html,2,2,100.00%,1.5,,library/tty.html,2,,,
https://docs.python.org/3/genindex-_.html,2,2,100.00%,2,,#VALUE!,2,,,
https://docs.python.org/3/library/xmlrpc.client.html,2,2,100.00%,2,,library/xmlrpc.client.html,2,,,
https://docs.python.org/es/3/library/webbrowser.html,2,2,100%,2,,library/webbrowser.html,2,,,
https://docs.python.org/3/library/distribution.html,2,2,100.00%,2.5,,library/distribution.html,2,,,
https://docs.python.org/3/faq/general.html,2,2,100.00%,3,,#VALUE!,2,,,
https://docs.python.org/2.3/whatsnew/section-enumerate.html,1,40,2.50%,8.18,,#VALUE!,1,,,
https://docs.python.org/2.3/whatsnew/section-bool.html,1,16,6.25%,9.5,,#VALUE!,1,,,
https://docs.python.org/3.3/library/os.path.html?highlight=path,1,15,7%,2.33,,library/os.path.html?highlight=path,1,,,
https://docs.python.org/3/distutils/packageindex.html,1,10,10%,4,,#VALUE!,1,,,
https://docs.python.org/pt-br/3.9/c-api/bytearray.html,1,8,12.50%,4.12,,#VALUE!,1,,,
https://docs.python.org/3/library/smtpd.html,1,7,14.29%,1,,library/smtpd.html,1,,,
https://docs.python.org/2.0/ref/pass.html,1,7,14.29%,7.29,,#VALUE!,1,,,
https://docs.python.org/pt-br/3.10/library/functools.html,1,6,17%,4,,library/functools.html,1,,,
https://docs.python.org/3.1/tutorial/introduction.html,1,5,20%,7.6,,#VALUE!,1,,,
https://docs.python.org/pt-br/3/library/python.html,1,5,20%,8,,library/python.html,1,,,
https://docs.python.org/pt-br/3.8/library/colorsys.html,1,5,20%,10,,library/colorsys.html,1,,,
https://docs.python.org/3/library/poplib.html,1,4,25%,1,,library/poplib.html,1,,,
https://docs.python.org/pt-br/3.8/c-api/datetime.html,1,4,25.00%,2.5,,#VALUE!,1,,,
https://docs.python.org/3/library/python.html,1,4,25.00%,3.75,,library/python.html,1,,,
https://docs.python.org/pt-br/3/library/compileall.html,1,4,25.00%,4,,library/compileall.html,1,,,
https://docs.python.org/pt-br/3/extending/index.html,1,4,25.00%,5,,#VALUE!,1,,,
https://docs.python.org/3/library/formatter.html,1,4,25.00%,8.75,,library/formatter.html,1,,,
https://docs.python.org/pt-br/3.7/library/decimal.html,1,4,25.00%,9,,library/decimal.html,1,,,
https://docs.python.org/3.1/library/random.html,1,3,33.33%,1,,library/random.html,1,,,
https://docs.python.org/fr/3/library/os.html,1,3,33.33%,1,,library/os.html,1,,,
https://docs.python.org/pt-br/3/faq/index.html,1,3,33.33%,1,,#VALUE!,1,,,
https://docs.python.org/pt-br/3.6/library/random.html,1,3,33.33%,1.67,,library/random.html,1,,,
https://docs.python.org/pt-br/3.8/library/venv.html,1,3,33.33%,1.67,,library/venv.html,1,,,
https://docs.python.org/3.6/library/asyncio.html,1,3,33.33%,2,,library/asyncio.html,1,,,
https://docs.python.org/es/3/library/dataclasses.html,1,3,33%,2,,library/dataclasses.html,1,,,
https://docs.python.org/pt-br/3.10/c-api/contextvars.html,1,3,33%,2,,#VALUE!,1,,,
https://docs.python.org/pt-br/3.7/reference/index.html,1,3,33%,2,,#VALUE!,1,,,
https://docs.python.org/pt-br/3/library/distutils.html,1,3,33%,2,,library/distutils.html,1,,,
https://docs.python.org/pt-br/3/library/modules.html,1,3,33.33%,2,,library/modules.html,1,,,
https://docs.python.org/2.5/lib/sqlite3-Cursor-Objects.html,1,3,33.33%,2.33,,#VALUE!,1,,,
https://docs.python.org/3/library/tkinter.dnd.html,1,3,33.33%,2.33,,library/tkinter.dnd.html,1,,,
https://docs.python.org/2.0/ref/power.html,1,3,33.33%,6,,#VALUE!,1,,,
https://docs.python.org/2.4/lib/standard-encodings.html,1,3,33.33%,8,,#VALUE!,1,,,
https://docs.python.org/pt-br/3.7/tutorial/introduction.html,1,3,33.33%,8.33,,#VALUE!,1,,,
https://docs.python.org/pt-br/3/c-api/arg.html,1,3,33.33%,9,,#VALUE!,1,,,
https://docs.python.org/3.3/library/math.html,1,3,33.33%,10,,library/math.html,1,,,
https://docs.python.org/3.7/search.html?q=dict%20values&check_keywords=yes&area=default,1,3,33%,10,,#VALUE!,1,,,
https://docs.python.org/3/library/email.generator.html,1,3,33%,31.67,,library/email.generator.html,1,,,
https://docs.python.org/3/c-api/code.html,1,2,50.00%,1,,#VALUE!,1,,,
https://docs.python.org/3/c-api/exceptions.html,1,2,50.00%,1,,#VALUE!,1,,,
https://docs.python.org/3/c-api/init.html,1,2,50.00%,1,,#VALUE!,1,,,
https://docs.python.org/3/contents.html,1,2,50%,1,,#VALUE!,1,,,
https://docs.python.org/3/extending/index.html,1,2,50%,1,,#VALUE!,1,,,
https://docs.python.org/3/genindex-J.html,1,2,50%,1,,#VALUE!,1,,,
https://docs.python.org/3/library/asyncio-protocol.html,1,2,50.00%,1,,library/asyncio-protocol.html,1,,,
https://docs.python.org/3/library/netrc.html,1,2,50.00%,1,,library/netrc.html,1,,,
https://docs.python.org/3/library/site.html,1,2,50.00%,1,,library/site.html,1,,,
https://docs.python.org/3/library/test.html,1,2,50.00%,1,,library/test.html,1,,,
https://docs.python.org/es/3/tutorial/,1,2,50.00%,1,,#VALUE!,1,,,
https://docs.python.org/3.3/library/collections.html,1,2,50.00%,1.5,,library/collections.html,1,,,
https://docs.python.org/pt-br/3/library/modulefinder.html,1,2,50.00%,1.5,,library/modulefinder.html,1,,,
https://docs.python.org/2.5/ext/callingPython.html,1,2,50.00%,2,,#VALUE!,1,,,
https://docs.python.org/2.5/ref/comparisons.html,1,2,50%,2,,#VALUE!,1,,,
https://docs.python.org/3.4/library/datetime.html,1,2,50%,2,,library/datetime.html,1,,,
https://docs.python.org/3.5/library/hashlib.html?highlight=sha,1,2,50%,2,,library/hashlib.html?highlight=sha,1,,,
https://docs.python.org/3.6/library/asyncio-sync.html,1,2,50%,2,,library/asyncio-sync.html,1,,,
https://docs.python.org/3/c-api/gen.html,1,2,50.00%,2,,#VALUE!,1,,,
https://docs.python.org/3/library/posix.html,1,2,50.00%,2,,library/posix.html,1,,,
https://docs.python.org/pt-br/3.10/library/bisect.html,1,2,50.00%,2,,library/bisect.html,1,,,
https://docs.python.org/pt-br/3.6/library/asyncio.html,1,2,50.00%,2,,library/asyncio.html,1,,,
https://docs.python.org/pt-br/3.7/library/asyncio-task.html,1,2,50.00%,2,,library/asyncio-task.html,1,,,
https://docs.python.org/pt-br/3.7/library/unittest.html,1,2,50.00%,2,,library/unittest.html,1,,,
https://docs.python.org/pt-br/3.8/using/windows.html,1,2,50.00%,2,,#VALUE!,1,,,
https://docs.python.org/pt-br/3.9/howto/logging.html,1,2,50.00%,2,,#VALUE!,1,,,
https://docs.python.org/pt-br/3/distutils/sourcedist.html,1,2,50.00%,2,,#VALUE!,1,,,
https://docs.python.org/pt-br/3/faq/general.html,1,2,50%,2,,#VALUE!,1,,,
https://docs.python.org/pt-br/3/library/bisect.html,1,2,50.00%,2,,library/bisect.html,1,,,
https://docs.python.org/3/library/curses.html,1,2,50.00%,2.5,,library/curses.html,1,,,
https://docs.python.org/pt-br/3.7/library/urllib.error.html,1,2,50.00%,2.5,,library/urllib.error.html,1,,,
https://docs.python.org/pt-br/3.10/c-api/long.html,1,2,50.00%,3,,#VALUE!,1,,,
https://docs.python.org/pt-br/3.7/library/getpass.html,1,2,50.00%,3,,library/getpass.html,1,,,
https://docs.python.org/3.2/install/index.html,1,2,50.00%,4,,#VALUE!,1,,,
https://docs.python.org/pt-br/3.8/c-api/iterator.html,1,2,50.00%,4,,#VALUE!,1,,,
https://docs.python.org/pt-br/3/reference/introduction.html,1,2,50.00%,4,,#VALUE!,1,,,
https://docs.python.org/3.3/howto/regex.html,1,2,50.00%,6,,#VALUE!,1,,,
https://docs.python.org/fr/3.7/faq/windows.html,1,2,50%,6.5,,#VALUE!,1,,,
https://docs.python.org/pt-br/3/glossary.html,1,2,50.00%,6.5,,#VALUE!,1,,,
https://docs.python.org/3.3/search.html?q=maketrans,1,2,50.00%,7,,#VALUE!,1,,,
https://docs.python.org/3.4/library/multiprocessing.html?highlight=multiprocessing.manager,1,2,50.00%,7,,library/multiprocessing.html?highlight=multiprocessing.manager,1,,,
https://docs.python.org/pt-br/3.7/library/plistlib.html,1,2,50%,7,,library/plistlib.html,1,,,
https://docs.python.org/pt-br/3.7/library/stdtypes.html,1,2,50.00%,7,,library/stdtypes.html,1,,,
https://docs.python.org/3.4/library/json.html,1,2,50.00%,8,,library/json.html,1,,,
https://docs.python.org/3/c-api/slice.html,1,2,50.00%,8,,#VALUE!,1,,,
https://docs.python.org/pt-br/3.8/faq/gui.html,1,2,50.00%,8,,#VALUE!,1,,,
https://docs.python.org/pt-br/3/library/xmlrpc.html,1,2,50.00%,10,,library/xmlrpc.html,1,,,
https://docs.python.org/3.8/library/asyncio-exceptions.html,1,1,100.00%,1,,library/asyncio-exceptions.html,1,,,
https://docs.python.org/3/c-api/capsule.html,1,1,100%,1,,#VALUE!,1,,,
https://docs.python.org/3/c-api/float.html,1,1,100%,1,,#VALUE!,1,,,
https://docs.python.org/3/distutils/builtdist.html,1,1,100%,1,,#VALUE!,1,,,
https://docs.python.org/3/distutils/examples.html,1,1,100.00%,1,,#VALUE!,1,,,
https://docs.python.org/3/extending/building.html,1,1,100.00%,1,,#VALUE!,1,,,
https://docs.python.org/3/faq/,1,1,100%,1,,#VALUE!,1,,,
https://docs.python.org/3/library/cgitb.html,1,1,100%,1,,library/cgitb.html,1,,,
https://docs.python.org/3/library/functional.html,1,1,100%,1,,library/functional.html,1,,,
https://docs.python.org/3/library/numbers.html,1,1,100%,1,,library/numbers.html,1,,,
https://docs.python.org/3/library/plistlib.html,1,1,100.00%,1,,library/plistlib.html,1,,,
https://docs.python.org/3/library/resource.html,1,1,100.00%,1,,library/resource.html,1,,,
https://docs.python.org/3/library/runpy.html,1,1,100.00%,1,,library/runpy.html,1,,,
https://docs.python.org/3/library/xmlrpc.server.html,1,1,100.00%,1,,library/xmlrpc.server.html,1,,,
https://docs.python.org/3/whatsnew/2.7.html,1,1,100.00%,1,,#VALUE!,1,,,
https://docs.python.org/es/3/howto/sorting.html,1,1,100.00%,1,,#VALUE!,1,,,
https://docs.python.org/es/3/library/index.html,1,1,100.00%,1,,library/index.html,1,,,
https://docs.python.org/es/3/library/math.html,1,1,100%,1,,library/math.html,1,,,
https://docs.python.org/pt-br/3/faq/installed.html,1,1,100%,1,,#VALUE!,1,,,
https://docs.python.org/pt-br/3/library/asyncio-exceptions.html,1,1,100%,1,,library/asyncio-exceptions.html,1,,,
https://docs.python.org/pt-br/3/library/posix.html,1,1,100%,1,,library/posix.html,1,,,
https://docs.python.org/zh-cn/3/library/collections.html?highlight=deque,1,1,100%,1,,library/collections.html?highlight=deque,1,,,
https://docs.python.org/zh-cn/3/reference/index.html,1,1,100%,1,,#VALUE!,1,,,
